question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status,orphan_reason
ENG-0026,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, what is the approximate annual migration rate of Nigerian doctors?",,"300 out of 3,000","2,000 out of 3,000","500 out of 3,000","1,000 out of 3,000",D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0027,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What unethical act did Mr. Nku engage in before relocating abroad?,,He sold the school’s property,He borrowed N2 million from the school’s cooperative,He falsified documents to gain a visa.,He stole money from the school’s treasury.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0028,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did one of the school drivers attempt to sell the school bus?,,To pay his son’s tuition fees abroad,To fund his wife’s business,To clear his personal debt,To finance a trip to the UK,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0029,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, why do most Nigerians prefer relocating to the UK?",,Better climate conditions,Easier visa application process,Free education and healthcare for their children,Higher job opportunities compared to other countries,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0030,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What proverb does Bepo recall from his Idoma co-tenant?,,"“Whether the employer records gains or not, the employee will yet take home his full pay.”",“Hard work always leads to success.”,“Life’s intriguing tests yield the same results for everyone.”,“The sugarcane and the bitter leaf get different tastes from the same rain.”,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0031,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What lesson does Hope’s story about relocating to the UK teach?,,Financial independence is critical when relocating.,Working while studying guarantees success.,Couples always succeed when they share responsibilities.,Relocation is a foolproof plan for success.,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0032,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How much did Sola and her husband borrow to fund their relocation?,,N2 million,N4 million,N3 million,N5 million,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0033,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Where does Bepo live?,,"Adeniyi Jones, Ikeja, Lagos","Oniru, Victoria Island, Lagos","Yaba, Lagos","Obalende, Ikoyi, Lagos",A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0034,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does Mr Ignatius want to relocate with his family?,,To find better jobs abroad.,To secure a better future for his children.,To reunite with his extended family abroad.,To enrol his children in Stardom schools abroad.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0035,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What skill did Mrs Ignatius begin learning to support her family abroad?,,Accounting and clerical work,Cloth weaving and Adire,Tailoring and hairdressing,Photography,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0036,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What disrupted the Ignatius family's relocation plans?,,Mr Ignatius lost his job.,Mrs Ignatius changed her mind about relocating.,A DNA test revealed Mr Ignatius was not Favour's biological father.,Their visa application was denied.,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0037,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was Mr Ayesoro transferred from his teaching role?,,He had poor teaching performance.,A student had recurring nightmares about him.,He requested a transfer for personal reasons.,The school wanted him to work in their property division.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0038,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What nickname did students give to Mr Ayesoro because of his tribal marks?,,Mr Owala,Mr Ologbo,Mr Egun,Mr Omole,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0039,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did the school transfer Mr Ayesoro to Stardom Hub?,,To punish him for misconduct.,To provide him with a better job opportunity.,To reward him for his dedication.,To retain Mrs Ladele’s children in the school.,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0040,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What does the MD discover about the land Stardom acquired two years ago?,,It is being used for illegal activities.,It has been sold without her knowledge.,Teachers and staff are using it as a car park.,It is being developed into a new school building.,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0041,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How are the teachers and staff at Stardom able to afford cars?,,They are receiving bribes.,They have taken loans from the school’s cooperative society.,They are paid high salaries.,They are running side businesses.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0042,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"How much money is in the account of the Stardom Cooperative Society, as discovered by the board?",,Over N50 million,N200 million,N45 million,N95 million,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0043,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What simile does the Chairman use to describe the potential risk of the cooperative funds?,,It’s like building castles in the air.,It’s like hanging a snake in the roof and going to bed.,It’s like lighting a fire in the middle of a haystack.,It’s like giving a sword to your enemy.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0044,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What decision does the board make about loans from the cooperative?,,No loans can be given to staff under any circumstances.,All loan requests must be approved by the staff union.,"Staff loans cannot exceed N250,000",The cooperative must stop lending money to staff immediately.,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0045,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why do some teachers at Stardom Schools dread Open Day?,,They are afraid of being sacked,They dislike interacting with parents,Parents often come with complaints,The day involves long hours of work,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0046,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Mr Guta demand in the MD’s office regarding Mr Fafore?,,A salary increase for Mr Fafore,The immediate dismissal of Mr Fafore,A change in his son’s class teacher.,A public apology from Mr Fafore.,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0047,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does the school no longer allow students to copy notes from the Class Prefect?,,It disrupts classroom management,A parent sued the school for this practice,The students often make errors when copying notes,The teachers believe it wastes time,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0048,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What reason did Mr Guta give for being angry with Mr Fafore?,,He found a grammatical error in his son's note,He felt Mr Fafore was not teaching effectively,He was unhappy with Mr Fafore's attitude,His son complained about being treated unfairly,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0049,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What grammatical rule was the source of disagreement between the MD and the principal?,,The use of the subjunctive mood,The use of conjunctions such as (and),The subject-verb agreement with phrases like (as well as),The proper placement of modifiers,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0050,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Mr Audu do after the MD felt deflated that she had wrongly sacked Mr Fafore?,,He defended Mr Fafore's teaching methods,He proposed new rules for grammar checks,He suggested a training session for the staff,He cracked a joke to lighten the mood,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0051,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What conclusion did the teachers draw from Mr Fafore's sack incident?,,Open Day is a stressful event,There is no job security in the establishment,Parents should not interfere with teaching methods,The MD is always fair in her decisions,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0052,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Bepo leave Beesway Group of School?,,He was accused of sharing confidential information with the parents,He was dissatisfied with the grammatical error in the school's name,He witnessed an event that he considered ungodly,He disagreed with the director about his salary,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0053,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What grammatical issue did Bepo raise about Beesway Group of School's name?,,The spelling of (Beesway),The use of singular instead of plural in (Group of School),The absence of a hyphen in the name,The misuse of capital letters in the name,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0054,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why did the director of ""Beesway Group of School"" claim the ritual involving the cow was necessary?",,To pray for his late father who gave him the land,To bring in more pupils to the school,To appease the parents who had raised complaints,To conduct a purification ceremony for the school,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0055,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What led to the closure of the school Bepo started?,,Poor road conditions in the neighbourhood,Parents' dissatisfaction with the curriculum,A failed spiritual ritual to attract more pupils,Mismanagement of school funds,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0056,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the cost of the form for the position of Head Boy or Head Girl in the school election at Stardom?,,"N25,000","N40,000","N50,000","N60,000",C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0057,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What inappropriate remark did Banky make during Speech Day?,,Tosh was unqualified for the position,Tosh was the son of an ex-convict,Tosh bribed his way into the election,Tosh lacked the required skill for the role,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0058,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why was Tosh's father, Chief Ogba, detained for 36 months?",,He was convicted of theft,He failed to pay a school debt,He was accused of fraud but acquitted later,He faced trial for alleged misappropriation,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0059,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Which of the following waterfalls is the highest in West Africa, according to the novel?",,Gurara Falls,Erin Ijesha Waterfalls,Ikogosi Warm Springs,Owu Waterfalls,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0060,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the primary reason Mr Bepo organises excursions for the students at Stardom?,,To give them a good grasp of their country before they all go abroad.,To promote Stardom as a school that values excursions,To prepare students for geography exams.,To encourage tourism in Nigeria,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0061,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which of the following festivals have the students attended? i. Calabar Carnival ii. Osun Oshogbo Festival iii. Argungu Festival iv. Abuja Carnival,,"i, ii, iii only",i and iv only,ii and iii only,"i, ii, iii, iv",A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0062,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How did Mr Bepo inspire students after they visited areas like Mushin and Ajegunle during their excursions?,,By promising to relocate them to better areas,By sharing stories of successful individuals who rose from slums,By discouraging them from visiting such areas again,By giving them motivational books about success,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0063,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What was the source of the name ""Badagry"", according to the novel?",,It was named after the Badagry River,It was derived from Agbadarigi,It originated from a European explorer's name,It was named after a nearby slave market,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0064,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does Mr Bepo mean by the term ""new slavery""?",,Africans willingly move abroad for better opportunities,The continuation of slave trade in some regions,The exploitation of Africans by modern companies,Africans selling themselves into physical labour,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0065,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was Mr Bepo moved during his visit to the Black Heritage Museum?,,He felt nostalgic about Nigeria's history,He was impressed by the museum's architecture,He empathised with the suffering of slaves in the past,He remembered his ancestors were involved in slavery,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0066,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What is the meaning of the term ""japa"" as used in the novel?",,The struggle for financial independence,To travel abroad in search of better opportunities,To resist colonial influences inn modern times,To work as a slave in a foreign country,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0067,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was Mr Bepo initially reluctant to renew his passport?,,He had lost his passport,He was too busy with his teaching duties,He had heard about the hassles applicants were facing,He did not plan to travel abroad anytime soon,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0068,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How much was the official fee for a 10-year passport renewal (64 pages)?,,"N250,000","N100,000","N1,000,000","N70,000",D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0069,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Bepo choose Ibadan for his passport renewal?,,It was closer to his location,He was advised that the process would be easier there,He had a friend who worked in immigration there,The fees were lower in Ibadan,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0070,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What can be inferred about Tai's role in the passport renewal process?,,He is a middleman exploiting applicants,He was a legitimate immigration officer,He was an honest businessman offering his services,He was unaware of the actual renewal process,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0071,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does the phrase ""in cahoots"" most likely mean in the context of Tai and the immigration staff?",,In conflict with,Secretly collaborating with,Officially associated with,Unknowingly assisting,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0072,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does Mr Bepo delay his flight to the UK?,,The airline cancels his flight,He is required to attend a farewell celebration,He needs to finalise his resignation paperwork,He has a last-minute meeting with the MD,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0073,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What Yoruba adage does Mr Bepo recall after the debate at the farewell celebration?,,A wise man never leaves his work unfinished,The work of a teacher outlives their time,Success is not final; failure is not fatal,"Even if the master carver retires, his carvings remain",D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0074,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why does Mr Bepo yell ""Noooo!"" during the drama club performance at the farewell celebration?",,He was disappointed with the dance,He is overwhelmed by memories of the Heritage Slave Museum,He feels the performance is disrespectful,He disagrees with the students' portrayal of history,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0075,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the farewell gift presented to Mr Bepo?,,A framed picture of the staff and students,A plaque commemorating his years of service,"A cheque for $10,000",A plane ticket to his new destination,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0076,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,At what time is Mr Bepo's flight to the UK scheduled to depart?,,5:00pm,10:00 pm,1:00 pm,8:00 pm,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0077,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who offers to drive Mr Bepo to the airport?,,Mrs Grace Apeh,Mr Oyelana,Mr Ogunwale,The Stardom accountant,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0078,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Mr Bepo's wife insist he should pack for his trip to the UK?,,"Locust beans, egusi, ground crayfish and dry snail",New clothes and electronics,Fruits and water,His passport and essential documents,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0079,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the primary setting of The Lekki Headmaster?,,Beesway Group of School,Stardom Schools,"The Black Heritage Museum, Badagry","Mushin, Lagos",B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0080,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who is the protagonist of the novel?,,Mr Alabi,Mrs Grace Apeh,Mrs Ibidun Gloss,Mr Adewale Adebepo,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0081,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is Mr Bepo's profession?,,A doctor,A principal,A businessman,A historian,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0082,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the main challenge that Mr Bepo faces in the novel?,,Convincing parents to enrol their children,Managing the school's finances,Balancing his career with pressure to migrate,Starting his own school,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0083,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What theme is predominantly explored in the novel?,,Betrayal,Political corruption,Love and relationships,Migration and identity,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0084,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which teacher is known for the use of witty remarks in the novel?,,Mrs Ibidun Gloss,Mrs Grace Apeh,Mr Audu,Mr Amos,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0085,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which two students have a rivalry that dates back to JSS 3?,,Banky and Tosh,Seri and Kemi,Ogba and Banky,Ogba and Tosh,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0086,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The novel explores the effects of migration under which term?,,Brain Drain,Japa Syndrome,Wanderlust,Exodus,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0087,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What led to the conflict during the prefect election speech?,,Banky insulted Tosh's father,Banky attempted to bribe the judges,Tosh's mom accused the school of favouritism,Bepo intervened in the voting process,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0088,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What project was the school's Invention Club working on?,,A generator,A solar-powered device,A phone-making project,A car powered by vegetables,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0089,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What significant historical location did the students visit in Badagry?,,First Storey Building,Slave Market,Point of No Return,All of the above,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0090,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What tourist attractions in Bauchi did the students explore?,,Ikogosi Warm Springs,Erin Ijesha Waterfalls,Arinta Waterfalls,Yakari Games Reserve,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0091,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the major challenge that Bepo faced during his NIN validation?,,Corruption among officials,Long queues,Poor networks,None of the above,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0092,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What performances during the send-off caused Bepo to become deeply emotional?,,The Bata dance,The Atilogwu dance,The Canoe dance,The Koroso dance,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0093,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What year was the Ikogosi Warm Springs discovered?,,1745,1820,1852,1901,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0094,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What lesson does the novel teach about migration?,,Migration should always be the last option,Migration brings mixed blessings and challenges,Migration guarantees success,Migration is a betrayal of one's roots,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0095,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was Bepo's relationship with Mrs Ibidun Gloss?,,She was his supervisor,She was his rival,She deeply respected and appreciated his contributions,She criticised his decisions frequently,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0096,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What caused Mr Bepo's emotional breakdown during the school assembly?,,A student's rude behaviour,Financial troubles at the school,His upcoming relocation to the UK,A conflict with the MD,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0097,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the boarding fee per session at Stardom Schools?,,"₦150,000","₦165,000","₦250,000","₦200,000",B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0098,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was the boarding fee at Stardom Schools reduced?,,To attract more parents,To improve facilities,To meet government regulations,To reduce student lateness,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0099,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The theme central to the novel is,,The corruption in the Nigerian education system,The struggles of students in private schools,The decline of traditional Nigerian values,The challenges of migration and identity,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0100,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"How does The Lekki Headmaster portray the issue of ""Japa""?",,As a necessary step for career growth,As a personal and moral dilemma,As a privilege for the wealthy,As an easy decision for most Nigerians,B,,jamb|2025,past-question,active,comprehension question with no passage_id
