question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
ACC-J00036,JAMB,Accounting,,,medium,1995,,"Diamond Ringo business was started when Mr. Diamond brought in a cheque of ₦500,000, which was paid into the bank account. Which of the following entries properly records the transaction?",,"Cash account was credited with ₦500,000 and capital account was debited with ₦500,000","Bank account was debited with ₦500,000 and capital account was credited with ₦500,000","Bank account was accredited with ₦500,000","Mr. diamond acount was debited with ₦500,000 and the cheque account was credited with ₦500,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00037,JAMB,Accounting,,,medium,1995,,One major advantage of ledger is that it,,is a book of original entry,is only accessible to share holders during liquidation,removes the need for preparing a balance sheet after each transaction,can be used by any type of business,,,jamb-archive|needs-key,past-question,draft
ACC-J00038,JAMB,Accounting,,,medium,1995,,A trail balance is usually prepared by an accountant from account balances in the ledger for the purpose of,,classifying accounts in the ledger,testing arithmetical accuracies of the ledger account balances,identifying the balance sheet items,providing a basis for establishing the accountant's competence,,,jamb-archive|needs-key,past-question,draft
ACC-J00039,JAMB,Accounting,,,medium,1995,,What are the advantages of an imprest petty cash book? I cheques can be drawn easily II A cheque on the use of cash III Liability of the petty cashier is limited to the value of petty cash IV Loses through the petty cashier can be minimized,,"I, II and III only","I, II and IV only","I, III and IV only","II, III and IV only",,,jamb-archive|needs-key,past-question,draft
ACC-J00040,JAMB,Accounting,,,medium,1995,,"Bola, UTC's regular customer, owed ₦1,00 on account of a radio bought. If he sent in a cheque for ₦1,500, UTC would send him a",,credit note,debit note,journal voucher,way bill,,,jamb-archive|needs-key,past-question,draft
ACC-J00041,JAMB,Accounting,,,medium,1995,,A payment of cash of ₦20 to John was entered on the receipt side of the cash book in error and credited to John's account. Which of the following journal entry can be used to correct the error?,,"John: ₦40 Dr, cash: ₦40 Cr","Cash: ₦40 Dr, John: ₦40 Cr","John: ₦20 Dr, cash: ₦20 Cr","Cash: ₦20 Dr, John: ₦20 Cr",,,jamb-archive|needs-key,past-question,draft
ACC-J00042,JAMB,Accounting,,,medium,1995,,"The following represent extracts from the trading account of a retail outlet for a given month: Opening stock ₦2,400 Closing stock ₦6,400 Other expenses ₦2,000 Sales ₦11,000 Profit ₦900 What is the purchase figure for the month?",,"₦13,000","₦12,100","₦12,000","₦11,200",,,jamb-archive|needs-key,past-question,draft
ACC-J00043,JAMB,Accounting,,,medium,1995,,"Adama's bank account showed an overdraft of ₦600 on 31st march. On going through the account, it was discovered that the ₦1,080 paid into the account on 29th March had not been credited. what should be the balance in Adama's cash accounts?",,"₦1,680 Dr","₦1,080 Cr",₦600 Dr,₦480 Cr,,,jamb-archive|needs-key,past-question,draft
ACC-J00044,JAMB,Accounting,,,medium,1995,,"The purchase ledger control account of a company had an opening balance of ₦45,600 credit and closing balance of ₦72,600 credit. The company made payments of 437,000 to credit suppliers during the period: and had discount received of ₦18,600 on this account. What were the credit purchase for the period?",,"₦509,600","₦482,600","₦428,600","₦418,400",,,jamb-archive|needs-key,past-question,draft
ACC-J00045,JAMB,Accounting,,,medium,1995,,The starting point for the production of accounts from incomplete records is to,,ascertain the total sales,compute the opening stock of goods sold,verify the total purchase,prepare an opening statement of affairs,,,jamb-archive|needs-key,past-question,draft
ACC-J00046,JAMB,Accounting,,,medium,1995,,"I. A retailer when fixing his selling price adds one-quarter to the cost of the article II. The expenses of the retailer is 10% of his sales III. The total sales is ₦23,000 IV. he turned over his stock five times in the year. Compute the average amount of stock in hand at cost price",,"₦3,860","₦3,806","₦3,680","₦3,086",,,jamb-archive|needs-key,past-question,draft
ACC-J00047,JAMB,Accounting,,,medium,1995,,"I. A retailer when fixing his selling price adds one-quarter to the cost of the article II. The expenses of the retailer is 10% of his sales III. The total sales is ₦23,000 IV. he turned over his stock five times in the year. The net profit for the year is",,"₦5,750","₦5,650","₦3,200","₦2,300",,,jamb-archive|needs-key,past-question,draft
ACC-J00048,JAMB,Accounting,,,medium,1995,,"Given: Prime cost ₦220,000 Factory cost ₦32,000 work in progress at beginning ₦25,000 work in progress at close ₦19,000 Administrative expenses ₦21,000 Determine the production cost",,"₦296,000","₦277,000","₦258,000","₦246,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00049,JAMB,Accounting,,,medium,1995,,The factory cost of producing goods is made up of,,prime cost and factory overhead,prime cost and office overhead,raw materials consumed and fixed cost,Raw materials and administrative overhead,,,jamb-archive|needs-key,past-question,draft
ACC-J00050,JAMB,Accounting,,,medium,1995,,"The following information is provided for amusa company limited , a manufacturer Prime cost ₦999,000 Manufacturing overhead ₦132,000 Closing work in progress ₦75,000 values of finished goods transferred to the trading account ₦1,116,000 If including in the manufacturing overhead were rents of ₦5,000 paid in advance, what is the opening work in progress for the period?",,"₦85,000","₦80,000","₦70,000","₦65,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00051,JAMB,Accounting,,,medium,1995,,"Where a non-profit making organization prepares the account using accruals basis of reporting, the statement showing how well the organization is doing is the",,appropriation account,balance sheet,income and expenditure account,receipts and payment account,,,jamb-archive|needs-key,past-question,draft
ACC-J00052,JAMB,Accounting,,,medium,1995,,"A member of a club paid ₦1,000 as is subscription for 1993 and ₦1,200 as subscription for 1992. If the financial year of the society ended on 31st December 1993, the ₦1,200 subscription will be treated in the balance sheet as",,current asset,current liability,capital,profit,,,jamb-archive|needs-key,past-question,draft
ACC-J00053,JAMB,Accounting,,,medium,1995,,Which of the following is a strong feature of partnership?,,The life of the partnership is generally assumed to be indefinite,The owners are liable personally for all debts of the business,The transfer of ownership interest is frequent and easy to accomplish,The partnership is complex to form because of many legal and reporting requirements,,,jamb-archive|needs-key,past-question,draft
ACC-J00054,JAMB,Accounting,,,medium,1995,,Interest on a partner's drawings is debited to the,,Partners current account and credited to the profit and loss appropriation account,profit and loss appropriation account and credited to the partner's current account,profit and loss account and credited to the partner's current account,Partner's current account and credited to the profit and loss account,,,jamb-archive|needs-key,past-question,draft
ACC-J00055,JAMB,Accounting,,,medium,1995,,"A partnership on admitting a new member, revalued the business' land and building from ₦30,000 to ₦70,00. The difference of ₦40,000 should be",,credited to land and building account,debited to asset revaluation account,credited to asset revaluation account,credited to profit and loss appropriation account,,,jamb-archive|needs-key,past-question,draft
ACC-J00056,JAMB,Accounting,,,medium,1995,,"Halidu and Hamed are business partners with ₦30,000 and ₦20,000 capital respectively. At the end of the financial year, a profit of ₦12,000, which included Halidu's salary of ₦3,000 was made. Halidu's share of the profit is",,"₦7,500","₦6,000","₦5,400","₦4,500",,,jamb-archive|needs-key,past-question,draft
ACC-J00057,JAMB,Accounting,,,medium,1995,,"Halidu and Hamed are business partners with ₦30,000 and ₦20,000 capital respectively. At the end of the financial year, a profit of ₦12,000, which included Halidu's salary of ₦3,000 was made. Hamed's share of the profit should be",,credited to partners' capital account,credited to partners' current account,credited to appropriation account,debited to partners' drawing account,,,jamb-archive|needs-key,past-question,draft
ACC-J00058,JAMB,Accounting,,,medium,1995,,The conversion of a partners business into a limited liability company affords the,,general partners the chance of enjoying the limited laibility protection,limited liability partners the chance of enjoying the limited liability protecction,Creditors the chance of enjoying the limited liabiity protection,debtors the chance of enjoying the limited liability protection,,,jamb-archive|needs-key,past-question,draft
ACC-J00059,JAMB,Accounting,,,medium,1995,,Which of the following ratios gives an idea of the liquidity of a firm?,,Turnover ratio,Quick ratio,Debit ratio,Dividend yield,,,jamb-archive|needs-key,past-question,draft
ACC-J00060,JAMB,Accounting,,,medium,1995,,"A total of 400,000 shares of ₦1 each are to be issued by Sariki company Ltd at a price of ₦1.20 per share. Application were received for 600,000 shares out of which 100,000 were dishonored. If the available share were distributed pro-rata, what refund will be due a subscriber who applied for 5,000 shares?",,"₦1,000","₦1,200","₦4,800","₦6,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00061,JAMB,Accounting,,,medium,1995,,The measure of a company's ability to pays its debts quickly is called,,Current ratio,turnover ratio,acid test ratio,return of investment,,,jamb-archive|needs-key,past-question,draft
ACC-J00062,JAMB,Accounting,,,medium,1995,,Departmental accounts re maintained to ascertain the,,profits of the entire organization,contribution of each department,expenses of each department,sales of each department,,,jamb-archive|needs-key,past-question,draft
ACC-J00063,JAMB,Accounting,,,medium,1995,,"The Asa branch of Emene company Ltd, made a sales of ₦549,000 from the goods sent from the head office during the period ended 31/12/94. These sales were based on a 22% mark up. If branch expenses were ₦34,400 and there were no discrepancies, what should be the profit of the branch for the period?",,"₦6,500","₦64,600","₦85,380","₦514,600",,,jamb-archive|needs-key,past-question,draft
ACC-J00064,JAMB,Accounting,,,medium,1995,,Which of the following statement is correct about the head office current account and the branch current account?,,Both always have debit balances,both always have credit balances,the head office current account has a credit balance while the branch current account has a debit balance,the head office current account has a debit balance while the branch current account has a credit balance,,,jamb-archive|needs-key,past-question,draft
ACC-J00065,JAMB,Accounting,,,medium,1995,,Which of the following are sources of revenue to state government in Nigeria? I Statutory allocation II Fines from customary courts III Petroleum tax IV Income tax IV,,I and II only,II and III,I and IV,III and IV,,,jamb-archive|needs-key,past-question,draft
ACC-J00066,JAMB,Accounting,,,medium,1995,,"Eko Local Government expenditure Hospital building ---------------------- ₦200,000 Drugs ---------------------------------- ₦180,000 Hospital beds and mattresses ------------ ₦40,000 Doctors' and nurses' salaries ---------- ₦120,000 Administrative expenses ----------------- ₦50,000 Capital expenditure is",,"₦420,000","₦380,000","₦240,000","₦200,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00067,JAMB,Accounting,,,medium,1995,,"Eko Local Government expenditure Hospital building ---------------------- ₦200,000 Drugs ---------------------------------- ₦180,000 Hospital beds and mattresses ------------ ₦40,000 Doctors' and nurses' salaries ---------- ₦120,000 Administrative expenses ----------------- ₦50,000 Recurrent expenditure is",,"₦390,000","₦360,000","₦350,000","₦170,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00068,JAMB,Accounting,,,medium,1995,,A government accounting systems must make sure that,,revenue exceeds expenditure,all applicable legal provisions are complied with,capital expenditure is equal to revenue,capital project fund is tied to recurrent expenditure,,,jamb-archive|needs-key,past-question,draft
ACC-J00069,JAMB,Accounting,,,medium,1995,,A charitable club has the following figures: N Subscriptions received in 1991 2 800 Subscriptions unpaid in 1990 300 Subscriptions paid for 1992 150 Subscriptions due 1991 180 How much should be charged to the income and expenditure of this club as subscription for 1991?,,₦2 530,₦2 680,₦2 830,₦2 980,,,jamb-archive|needs-key,past-question,draft
ACC-J00070,JAMB,Accounting,,,medium,1995,,THE BOOK VALUE OF THE ASSET AS AT 31/12/86 WAS,,₦3 731 250.00,₦2 487 500.00,₦1 268 750.00,₦1 020 000. 00,,,jamb-archive|needs-key,past-question,draft
ACC-J00071,JAMB,Accounting,,,medium,1997,,The most important reason for studying accounting is that,,the information provided by accounting is useful in making decision,Accounting plays an important role in the society,the study of Accounting leads to challeging career,Accounting provides gross profit information,,,jamb-archive|needs-key,past-question,draft
ACC-J00072,JAMB,Accounting,,,medium,1997,,"In preparing accounting records, the owner of a business and the business are treated as",,the same person,having business relationship,separate legal entities,partners,,,jamb-archive|needs-key,past-question,draft
ACC-J00073,JAMB,Accounting,,,medium,1997,,Creditors use Accounting information for the purpose of,,planning sales to a company,controlling a company's affairs,investing in a company,assessing a company's liquidity,,,jamb-archive|needs-key,past-question,draft
ACC-J00074,JAMB,Accounting,,,medium,1997,,The instrument that are generated when firms enter into business transactions with others are called,,purchase document,journals,source documents,invoices,,,jamb-archive|needs-key,past-question,draft
ACC-J00075,JAMB,Accounting,,,medium,1997,,The document that is used to acknowledge the acceptance of the return of goods by the seller from the buyer is known as,,credit note,debit note,invoice,voucher,,,jamb-archive|needs-key,past-question,draft
ACC-J00076,JAMB,Accounting,,,medium,1997,,The effect of the payment of liability is that it,,increase both assets and liabilities,increase assets and decrease liabilities,decrease assets and increase liabilities,decrease both assets and liabilities,,,jamb-archive|needs-key,past-question,draft
ACC-J00077,JAMB,Accounting,,,medium,1997,,Books of original entry are used for,,recording business transactions,the adjustment of accounts,reminding the book keeping to post transactions in the ledger,informing the bookkeeper about the state of affairs,,,jamb-archive|needs-key,past-question,draft
ACC-J00078,JAMB,Accounting,,,medium,1997,,The term 'posting' in Accounting refers to,,recording entries in the journal,transferring the balance in the ledger to the trial balance,tracing amounts from the journal to the ledger to find errors,transferring entries to the ledger from the journal,,,jamb-archive|needs-key,past-question,draft
ACC-J00079,JAMB,Accounting,,,medium,1997,,Erroneous rearrangement of financial figures such as writing ₦624 as ₦264 is called,,transposition,principle,commission,omission,,,jamb-archive|needs-key,past-question,draft
ACC-J00080,JAMB,Accounting,,,medium,1997,,Which of the following demonstrates the imprest system?,,Float → expenses paid → cash in bank → float,Float → cash from bank → expenses paid → float,Float → expenses paid→ cash from bank → float,Float → cash in bank → expenses paid → float,,,jamb-archive|needs-key,past-question,draft
ACC-J00081,JAMB,Accounting,,,medium,1997,,"When the sum of money appears on the credit side of the cash book, but not on the debit side of the bank statement, the sum is regarded as",,uncredited cheques,dishonoured cheques,direct remittance to the bank,unpresented cheques,,,jamb-archive|needs-key,past-question,draft
ACC-J00082,JAMB,Accounting,,,medium,1997,,"An examination of the cash book on 3rd August 1993 showed a different balance from the bank statement of 31st July, 1993 which read ₦722. Uncredited cheques were Bimpe ₦40; Wale ₦60 while unpresented cheques were; Usman ₦20, Kalu ₦32 and Musa ₦70. What is the cash book balance after the reconciliation?",,₦700,₦770,₦800,₦822,,,jamb-archive|needs-key,past-question,draft
ACC-J00083,JAMB,Accounting,,,medium,1997,,"On the 30/5/93 Tolu, Co. paid 2 years rent of ₦50,000 which was debited to the rent account. At 31/12/93, what portion of that amount was prepaid?",,"₦14,583","₦25,000","₦35,417","₦37,415",,,jamb-archive|needs-key,past-question,draft
ACC-J00084,JAMB,Accounting,,,medium,1997,,"On the 30/5/93 Tolu, Co. paid 2 years rent of ₦50,000 which was debited to the rent account. The adjustment needed as at 31st December 1993 is?",,debit rent account and credited adjustment account,debit prepayment account and credit rent account,debit rent account and credit prepayment account,debit adjustment account and credit prepayment account,,,jamb-archive|needs-key,past-question,draft
ACC-J00085,JAMB,Accounting,,,medium,1997,,"The receipt of cash from a customer who bought goods with ₦800 list price, 25% trade discount and 2/10, n/30 terms would, if paid within the discount period, amount to",,₦576,₦588,₦600,₦624,,,jamb-archive|needs-key,past-question,draft
ACC-J00086,JAMB,Accounting,,,medium,1997,,"At the end of a financial period, the trading profit and loss account of a company showed a profit of ₦120,000. It was however discovered that revenue of ₦12,000 was recorded as expenses while expenses of ₦4,000 had been recorded as revenue. What should be the correct profit for the period?",,"₦104,000","₦128,000","₦136,000","₦144,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00087,JAMB,Accounting,,,medium,1997,,"Given: Net profit-----------------------₦25,000 Cost of sale---------------------₦25,000 Sales----------------------------₦85,000 Determine the total expenses.",,"₦45,000","₦35,000","₦25,000","₦15,000",,,jamb-archive|needs-key,past-question,draft
ACC-J00088,JAMB,Accounting,,,medium,1997,,"Given: capital ₦13,000; office machinery, ₦9,000; creditors ₦900, stock of goods ₦1,550; debtors, ₦275; cash at bank, ₦5,075 and loan from Jumbo, ₦2,000. What is the balance sheet total?",,"₦19,500","₦18,500","₦17,900","₦15,900",,,jamb-archive|needs-key,past-question,draft
ACC-J00089,JAMB,Accounting,,,medium,1997,,The records of wages due but not yet paid is an example of an adjustment for,,apportionment of revenue between two periods,recognizing accrued expenses,recognizing unaccounted revenue,recognizing prepaid expenses,,,jamb-archive|needs-key,past-question,draft
ACC-J00090,JAMB,Accounting,,,medium,1997,,The process of allocating the cost of an intangible assets over its useful life is known as,,depreciation,extraction,depletion,amortization,,,jamb-archive|needs-key,past-question,draft
ACC-J00091,JAMB,Accounting,,,medium,1997,,The principle use of control accounts is to,,localize error within the ledger,prevent fraud,increase sales,record assets and liabilities,,,jamb-archive|needs-key,past-question,draft
ACC-J00092,JAMB,Accounting,,,medium,1997,,In the absence of a sales day book or sales account the credit for sales can be computed from,,creditors control account,debtors control account,opening figures of the balance sheet,closing figures of the balance sheet,,,jamb-archive|needs-key,past-question,draft
ACC-J00093,JAMB,Accounting,,,medium,1997,,which of the following conditions best represents the net effect of discount allowed on credit sales on the accounts of the business?,,decrease in the closing balance of sales ledger control accout,increase in net profit,increase in the value of sales,decrease in the value of purchases in the trading account,,,jamb-archive|needs-key,past-question,draft
ACC-J00094,JAMB,Accounting,,,medium,1997,,"The total of the creditors at the beginning of the year was ₦4,600 and at the end of the year ₦5,250. During the year, ₦26,500 was paid to suppliers and ₦130 was received in discounts from these suppliers. The purchases for the year would be",,"₦26,630","₦27,038","₦27,150","₦27,280",,,jamb-archive|needs-key,past-question,draft
ACC-J00095,JAMB,Accounting,,,medium,1997,,Given: Capital at the beginning...............₦20 000 Drawings...............................₦3 000 Capital................................₦30 000 New capital introduced.................₦8 000 What is the profit for the period?,,₦4 000,₦5 000,₦6 000,₦8 000,,,jamb-archive|needs-key,past-question,draft
ACC-J00096,JAMB,Accounting,,,medium,1997,,Which of the following stock valuation methods is suitable under inflationary conditions?,,FIFO,LIFO,Simple average,Weighted average,,,jamb-archive|needs-key,past-question,draft
ACC-J00097,JAMB,Accounting,,,medium,1997,,The understatement of closing value of work-in-process would have the effect of?,,understating cost of goods manufactured,overstating prime cost of manufactured,overstating cost of goods manufactured,undersating prime cost of goods manufactured,,,jamb-archive|needs-key,past-question,draft
ACC-J00098,JAMB,Accounting,,,medium,1997,,Emeka Manufacturing Company (Extract) Manufacturing Account. Direct material.....................₦5 000 Direct labour.......................₦4 500 Direct expenses.....................₦3 000 Factory overhead....................₦2 500 Selling distribution................₦1 500 Calculating the production cost?,,₦16 500,₦15 000,₦14 000,₦12 500,,,jamb-archive|needs-key,past-question,draft
ACC-J00099,JAMB,Accounting,,,medium,1997,,"Adamu, Babaji and Chukwu are in partnership and they share profit and losses on ratio 3:2:1. Their respective capitals are ₦20 000, ₦15 000 and ₦5 000 on which on which they are entitle to interest at 5% per annum. The profit for the year before charging interest on capital amounted to ₦5 500. Calculate the profit for Adamu?",,₦583,₦1 000,₦1 167,₦1 750,,,jamb-archive|needs-key,past-question,draft
ACC-J00100,JAMB,Accounting,,,medium,1997,,Share premium can be used to? i. write off discount on shares ii. give loans to directors iii.pay dividends iv. pay company's formation expenses.,,i and iv only,i and iii only,ii and iii only,iii and iv only,,,jamb-archive|needs-key,past-question,draft
ACC-J00101,JAMB,Accounting,,,medium,1997,,Alabede (NIG) limited issued 50 000 ordinary shares of ₦1 each at a market value of ₦2.50 each. the share premium is?,,₦125 000,₦500 000,₦50 000,₦25 000,,,jamb-archive|needs-key,past-question,draft
ACC-J00102,JAMB,Accounting,,,medium,1997,,"In analyzing incomplete records, which of the following should be investigated?",,the general ledger,the purchases day book and sales day book,the nature of trading activities and the basis on which goods are sold,the asset register together with the depreciation schedule,,,jamb-archive|needs-key,past-question,draft
